"A-2-4"|"Yes"|"35125532"|"57415015"
"A-1-b"|"No "|"35125532"|"57415016"
"A-1"|"No "|"35125532"|"57415017"
"A-2"|"No "|"35125531"|"57415011"
"A-4"|"No "|"35125531"|"57415012"
"A-2-4"|"Yes"|"35125531"|"57415013"
"A-2"|"No "|"35125530"|"57415009"
"A-4"|"Yes"|"35125530"|"57415010"
"A-2"|"No "|"35125529"|"57414857"
"A-4"|"No "|"35125529"|"57414858"
"A-2-4"|"Yes"|"35125529"|"57414859"
"A-4"|"Yes"|"35125528"|"57415062"
"A-2"|"No "|"35125528"|"57415063"
"A-2"|"No "|"35125527"|"57414855"
"A-4"|"Yes"|"35125527"|"57414856"
"A-4"|"Yes"|"35125526"|"57415060"
"A-2"|"No "|"35125526"|"57415061"
"A-1"|"No "|"35125716"|"57414452"
"A-2"|"No "|"35125716"|"57414453"
"A-3"|"Yes"|"35125716"|"57414454"
"A-2"|"No "|"35125715"|"57414449"
"A-3"|"Yes"|"35125715"|"57414450"
"A-1"|"No "|"35125715"|"57414451"
"A-2"|"Yes"|"35125714"|"57414447"
"A-3"|"No "|"35125714"|"57414448"
"A-2"|"Yes"|"35125713"|"57414444"
"A-4"|"No "|"35125713"|"57414445"
"A-3"|"No "|"35125713"|"57414446"
"A-2"|"No "|"35125712"|"57413956"
"A-3"|"Yes"|"35125712"|"57413957"
"A-4"|"No "|"35125712"|"57413958"
"A-8"|"Yes"|"35125711"|"57414212"
"A-8"|"Yes"|"35125710"|"57413955"
"A-1"|"Yes"|"35125709"|"57414210"
"A-2"|"No "|"35125709"|"57414211"
"A-1"|"No "|"35125708"|"57413953"
"A-2"|"Yes"|"35125708"|"57413954"
"A-2"|"No "|"35125707"|"57414074"
"A-4"|"Yes"|"35125707"|"57414075"
"A-2"|"No "|"35125706"|"57414072"
"A-4"|"Yes"|"35125706"|"57414073"
"A-2"|"No "|"35125705"|"57414070"
"A-4"|"Yes"|"35125705"|"57414071"
"A-2"|"No "|"35125704"|"57414068"
"A-4"|"Yes"|"35125704"|"57414069"
"A-8"|"Yes"|"35125703"|"57413952"
"A-4"|"No "|"35125702"|"57414207"
"A-1"|"Yes"|"35125702"|"57414208"
"A-2"|"No "|"35125702"|"57414209"
"A-4"|"No "|"35125701"|"57413949"
"A-1"|"Yes"|"35125701"|"57413950"
"A-2"|"No "|"35125701"|"57413951"
"A-2"|"No "|"35125700"|"57414204"
"A-4"|"No "|"35125700"|"57414205"
"A-1"|"Yes"|"35125700"|"57414206"
"A-2"|"Yes"|"35125699"|"57414443"
"A-4"|"No "|"35125699"|"57414935"
"A-4"|"Yes"|"35125698"|"57414934"
"A-4"|"Yes"|"35125697"|"57414933"
"A-4"|"Yes"|"35125696"|"57414932"
"A-4"|"Yes"|"35125695"|"57415024"
"A-8"|"Yes"|"35125694"|"57414409"
"A-8"|"Yes"|"35125693"|"57415023"
"A-1"|"Yes"|"35125692"|"57414406"
"A-2"|"No "|"35125692"|"57414407"
"A-3"|"No "|"35125692"|"57414408"
"A-3"|"No "|"35125691"|"57414646"
"A-1"|"Yes"|"35125691"|"57414647"
"A-2"|"No "|"35125691"|"57414648"
"A-2"|"Yes"|"35125690"|"57414644"
"A-4"|"No "|"35125690"|"57414645"
"A-8"|"Yes"|"35125689"|"57414643"
"A-8"|"Yes"|"35125688"|"57414642"
"A-8"|"Yes"|"35125687"|"57414405"
"A-2-4"|"No "|"35125686"|"57414401"
"A-1-b"|"Yes"|"35125686"|"57414402"
"A-4"|"No "|"35125686"|"57414403"
"A-2"|"No "|"35125686"|"57414404"
"A-4"|"No "|"35125685"|"57414809"
"A-2"|"No "|"35125685"|"57415018"
"A-2-4"|"Yes"|"35125685"|"57415019"
"A-2"|"No "|"35125684"|"57414928"
"A-4"|"Yes"|"35125684"|"57414929"
"A-4"|"Yes"|"35125683"|"57414399"
"A-2"|"No "|"35125683"|"57414400"
"A-4"|"Yes"|"35125682"|"57414926"
"A-2"|"No "|"35125682"|"57414927"
"A-4"|"Yes"|"35125681"|"57414397"
"A-2"|"No "|"35125681"|"57414398"
"A-8"|"Yes"|"35125680"|"57414930"
"A-1"|"No "|"35125679"|"57415020"
"A-2"|"No "|"35125679"|"57415021"
"A-1-b"|"Yes"|"35125679"|"57415022"
"A-8"|"Yes"|"35125678"|"57414931"
"A-2"|"No "|"35125677"|"57414394"
"A-4"|"No "|"35125677"|"57414395"
"A-2-4"|"Yes"|"35125677"|"57414396"
"A-2"|"No "|"35125676"|"57414639"
"A-4"|"No "|"35125676"|"57414640"
"A-2-4"|"Yes"|"35125676"|"57414641"
"A-2"|"No "|"35125675"|"57414635"
"A-4"|"Yes"|"35125675"|"57414636"
"A-4"|"Yes"|"35125674"|"57414637"
"A-2"|"No "|"35125674"|"57414638"
"A-4"|"Yes"|"35125673"|"57414633"
"A-2"|"No "|"35125673"|"57414634"
"A-2"|"No "|"35125672"|"57414803"
"A-4"|"Yes"|"35125672"|"57414804"
"A-8"|"Yes"|"35125671"|"57414802"
"A-2"|"No "|"35125670"|"57414805"
"A-2-4"|"Yes"|"35125670"|"57414806"
"A-1"|"No "|"35125670"|"57414807"
"A-1-b"|"No "|"35125670"|"57414808"
"A-2"|"No "|"35125669"|"57414914"
"A-4"|"No "|"35125669"|"57414915"
"A-2-4"|"Yes"|"35125669"|"57414916"
"A-2"|"No "|"35125668"|"57414789"
"A-4"|"No "|"35125668"|"57414790"
"A-2-4"|"Yes"|"35125668"|"57414791"
"A-4"|"No "|"35125667"|"57414380"
"A-2"|"No "|"35125667"|"57414381"
"A-2-4"|"Yes"|"35125667"|"57414382"
"A-8"|"Yes"|"35125666"|"57414788"
"A-2"|"No "|"35125664"|"57414920"
"A-4"|"No "|"35125664"|"57414921"
"A-2-4"|"Yes"|"35125664"|"57414922"
"A-2"|"No "|"35125663"|"57414917"
"A-4"|"No "|"35125663"|"57414918"
"A-2-4"|"Yes"|"35125663"|"57414919"
"A-8"|"Yes"|"35125662"|"57414379"
"A-1-b"|"No "|"35125661"|"57414618"
"A-2"|"Yes"|"35125661"|"57414619"
"A-4"|"No "|"35125661"|"57414620"
"A-8"|"Yes"|"35125660"|"57414617"
"A-2"|"Yes"|"35125659"|"57414615"
"A-4"|"No "|"35125659"|"57414616"
"A-1-b"|"Yes"|"35125658"|"57414612"
"A-2"|"No "|"35125658"|"57414613"
"A-4"|"No "|"35125658"|"57414614"
"A-8"|"Yes"|"35125657"|"57414378"
"A-4"|"No "|"35125656"|"57414786"
"A-2"|"Yes"|"35125656"|"57414787"
"A-8"|"Yes"|"35125654"|"57414785"
"A-1"|"Yes"|"35125042"|"57414198"
"A-2"|"No "|"35125042"|"57414199"
"A-4"|"No "|"35125042"|"57414200"
"A-1"|"Yes"|"35125041"|"57413940"
"A-2"|"No "|"35125041"|"57413941"
"A-4"|"No "|"35125041"|"57413942"
"A-1-b"|"No "|"35125040"|"57414195"
"A-2"|"Yes"|"35125040"|"57414196"
"A-4"|"No "|"35125040"|"57414197"
"A-2"|"No "|"35125039"|"57413827"
"A-4"|"No "|"35125039"|"57413828"
"A-1"|"Yes"|"35125039"|"57413829"
"A-2"|"Yes"|"35125038"|"57413700"
"A-4"|"No "|"35125038"|"57413701"
"A-2"|"Yes"|"35125037"|"57413570"
"A-4"|"No "|"35125037"|"57413571"
"A-4"|"Yes"|"35125036"|"57413699"
"A-2-4"|"Yes"|"35125035"|"57413437"
"A-4"|"No "|"35125035"|"57413438"
"A-4"|"No "|"35125034"|"57413435"
"A-2"|"Yes"|"35125034"|"57413436"
"A-4"|"Yes"|"35125033"|"57413434"
"A-4"|"Yes"|"35125032"|"57413433"
"A-8"|"Yes"|"35125031"|"57413843"
"A-8"|"Yes"|"35125030"|"57413588"
"A-1"|"Yes"|"35125029"|"57414193"
"A-2"|"No "|"35125029"|"57414194"
"A-1"|"Yes"|"35125028"|"57413938"
"A-2"|"No "|"35125028"|"57413939"
"A-1"|"No "|"35125027"|"57414066"
"A-2"|"Yes"|"35125027"|"57414067"
"A-8"|"Yes"|"35125026"|"57413483"
"A-8"|"Yes"|"35125025"|"57414203"
"A-8"|"Yes"|"35125024"|"57413948"
"A-1"|"No "|"35125023"|"57414064"
"A-2"|"Yes"|"35125023"|"57414065"
"A-2"|"Yes"|"35125022"|"57414062"
"A-4"|"No "|"35125022"|"57414063"
"A-1-b"|"No "|"35125021"|"57414059"
"A-2"|"Yes"|"35125021"|"57414060"
"A-4"|"No "|"35125021"|"57414061"
"A-1"|"No "|"35125020"|"57413632"
"A-2"|"Yes"|"35125020"|"57413633"
"A-2-4"|"Yes"|"35125019"|"57414191"
"A-4"|"No "|"35125019"|"57414192"
"A-4"|"Yes"|"35125018"|"57413937"
"A-4"|"Yes"|"35125017"|"57414190"
"A-4"|"No "|"35125016"|"57413630"
"A-2"|"Yes"|"35125016"|"57413631"
"A-8"|"Yes"|"35125015"|"57413343"
"A-8"|"Yes"|"35125014"|"57413342"
"A-2"|"No "|"35125004"|"57413564"
"A-4"|"No "|"35125004"|"57413565"
"A-1"|"Yes"|"35125004"|"57413566"
"A-2"|"Yes"|"35125003"|"57413695"
"A-4"|"No "|"35125003"|"57413696"
"A-2"|"Yes"|"35125002"|"57413562"
"A-4"|"No "|"35125002"|"57413563"
"A-4"|"Yes"|"35125001"|"57413429"
"A-2"|"Yes"|"35125000"|"57413412"
"A-4"|"No "|"35125000"|"57413413"
"A-2"|"Yes"|"35124999"|"57413410"
"A-4"|"No "|"35124999"|"57413411"
"A-2"|"Yes"|"35124998"|"57413408"
"A-4"|"No "|"35124998"|"57413409"
"A-8"|"Yes"|"35124997"|"57413855"
"A-1"|"Yes"|"35124996"|"57413414"
"A-2"|"No "|"35124996"|"57413415"
"A-1"|"Yes"|"35124990"|"57413538"
"A-2"|"No "|"35124990"|"57413539"
"A-2"|"Yes"|"35124989"|"57413677"
